"Last date the gear was known to be at this locaiton / La date à laquelle l’engin a été repéré à cet endroit pour
la dernière fois",Gear Type / Type d’engin,Number of Units / Nombre d’engins perdus ,Estimated Length of Netting Lost / Longueur estimée de filets perdus,Estimated Length of Rope Lost / Longueur estimée de corde perdue,Latitude,Longitude
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°19'80"" N","63°36'86"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°21'09"" N","63°34'24"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°32'52"" N","63°35'27"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°19'84"" N","63°25'94"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°19'32"" N","63°14'92"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°20'55"" N","63°15'99"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°27'10"" N","64°11'07"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°27'24"" N","64°08'04"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°28'13"" N","64°18'26"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,210,"47°29'16"" N","64°41'52"" W"
2019-05-24,CASIER/CAGE - TRAP/POT,13,0,247,"46°19'37.08"" N","60°08'21.68"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,6,"47°19'987"" N","61°36'715"" W"
2019-05-29,CASIER/CAGE - TRAP/POT,30,0,4350,"50°15'225"" N","56°21'137"" W"
2019-06-18,CASIER/CAGE - TRAP/POT,1,0,50,"46°51'7177"" N","63°58'1562"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,450,"46°47'477"" N","62°04'110"" W"
2019-06-01,CASIER/CAGE - TRAP/POT,10,0,200,"50°59'96"" N","57°04'58"" W"
2019-06-01,CASIER/CAGE - TRAP/POT,10,0,200,"50°59'27"" N","57°04'11"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,450,"46°39'133"" N","61°29'747"" W"
2019-06-18,CASIER/CAGE - TRAP/POT,1,0,0,"46°49'537"" N","64°00'218"" W"
2019-06-18,CASIER/CAGE - TRAP/POT,1,0,0,"46°50'762.10"" N","64°00'417"" W"
2019-06-12,CASIER/CAGE - TRAP/POT,1,0,450,"47°31'41.2"" N","63°24'69.7"" W"
2019-06-11,CASIER/CAGE - TRAP/POT,1,0,450,"47°57'61.1"" N","61°48'68.0"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,480,"48°08'280"" N","64°44'661"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,480,"48°10'410"" N","64°42'239"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,480,"48°10'319"" N","64°42'360"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,480,"48°08'309"" N","64°42'875"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,480,"48°02'159"" N","64°51'741"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,480,"48°01'866"" N","64°52'018"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,480,"48°02'010"" N","64°51'880"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,450,"46°29'07"" N","61°29'04"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,500,"47°49'06"" N","62°26'03"" W"
2019-06-18,CASIER/CAGE - TRAP/POT,2,0,0,"46°48'44"" N","63°57'09"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,0,"46°41'251"" N","60°57'855"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"47°40'203"" N","64°44'900"" W"
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,"48°02'823"" N","64°22'328"" W"
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,"48°01'789"" N","64°21'047"" W"
2019-05-06,CASIER/CAGE - TRAP/POT,1,0,0,"48°03'026"" N","64°24'106"" W"
2019-06-10,CASIER/CAGE - TRAP/POT,2,3,144,See Notes,See Notes
2019-06-20,CASIER/CAGE - TRAP/POT,1,0,432,"47°24'49"" N","63°15'40"" W"
2019-06-20,CASIER/CAGE - TRAP/POT,1,0,450,"47°20'554"" N","63°29'740"" W"
2019-06-20,CASIER/CAGE - TRAP/POT,1,0,450,"47°21'102"" N","63°32'090"" W"
2019-06-12,CASIER/CAGE - TRAP/POT,4,0,180,"47°37'601"" N","64°47'339"" W"
2019-06-04,CASIER/CAGE - TRAP/POT,1,0,0,"47°29'990"" N","61°26'812"" W"
2019-06-05,CASIER/CAGE - TRAP/POT,1,0,0,"47°29'791"" N","61°23'826"" W"
2019-06-20,CASIER/CAGE - TRAP/POT,1,0,0,"150°55'33"" N","307°05'46"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,5,0,2250,"46°43'34"" N","61°24'54"" W"
2019-06-23,CASIER/CAGE - TRAP/POT,1,0,498,"47°59'34"" N","65°02'49"" W"
2019-06-23,CASIER/CAGE - TRAP/POT,1,0,498,"47°57'05"" N","65°08'54"" W"
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,260,"47°50'111"" N","63°20'413"" W"
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,260,"47°50'606"" N","63°19'903"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"45°38'186"" N","60°25'420"" W"
2019-06-22,CASIER/CAGE - TRAP/POT,1,0,0,"46°51'033"" N","63°58'770"" W"
2019-06-22,CASIER/CAGE - TRAP/POT,1,0,0,"46°49'73"" N","63°59'05"" W"
2019-06-22,CASIER/CAGE - TRAP/POT,1,0,0,"46°45'086"" N","64°03'22"" W"
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,"47°45'61"" N","63°10'04"" W"
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,0,"48°11'83"" N","63°19'77"" W"
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,"47°46'04"" N","63°10'19"" W"
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,"47°53'96"" N","63°08'62"" W"
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,"47°58'37"" N","63°19'70"" W"
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,0,"48°08'03"" N","63°35'30"" W"
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,"48°13'08"" N","63°18'86"" W"
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,"48°08'90"" N","62°41'69"" W"
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,"48°08'40"" N","62°43'49"" W"
2019-06-22,CASIER/CAGE - TRAP/POT,3,0,0,"46°50'83"" N","53°58'56"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"47°33'689"" N","63°31'522"" W"
2019-05-17,CASIER/CAGE - TRAP/POT,1,0,0,"48°05'948"" N","64°43'995"" W"
2019-06-06,CASIER/CAGE - TRAP/POT,1,0,0,"48°12'502"" N","64°27'761"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,1,0,0,"47°31'02"" N","61°15'66"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,1,0,0,"46°42'68"" N","63°54'99"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,1,0,450,"47°24'786"" N","63°06'659"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,1,0,0,"46°41'09"" N","63°50'07"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,1,0,0,"46°49'72"" N","64°00'05"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,80,"46°57'762"" N","61°12'391"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,80,"46°38'905"" N","61°30'791"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,80,"47°10'936"" N","61°00'537"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,80,"47°02'581"" N","61°08'066"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,500,"47°16'811"" N","62°38'433"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,450,"47°06'025"" N","62°29'647"" W"
2019-06-11,CASIER/CAGE - TRAP/POT,1,0,0,"47°50'980"" N","54°51'516"" W"
2019-06-20,CASIER/CAGE - TRAP/POT,1,0,0,"47°36'98"" N","64°47'33"" W"
2019-06-04,CASIER/CAGE - TRAP/POT,1,0,420,"47°10'763"" N","63°38'314"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,420,"47°19'445"" N","63°34'773"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,0,"47°47'179"" N","64°44'693"" W"
2019-06-09,CASIER/CAGE - TRAP/POT,6,0,300,See Notes,See Notes
2019-06-11,CASIER/CAGE - TRAP/POT,0,0,0,"47°41'942"" N","64°40'955"" W"
2019-06-20,CASIER/CAGE - TRAP/POT,1,0,10,"47°28'81"" N","64°50'80"" W"
N/A,CASIER/CAGE - TRAP/POT,5,0,0,"47°51'686"" N","64°46'159"" W"
2019-05-15,CASIER/CAGE - TRAP/POT,7,0,600,"48°04'416"" N","64°12'694"" W"
2019-06-06,CASIER/CAGE - TRAP/POT,1,0,3,"46°32'52"" N","63°30'86"" W"
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,3,"46°32'71"" N","63°31'12"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"46°51'29"" N","64°00'15"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,42,"46°56'35"" N","62°52'72"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"46°50'11"" N","63°54'47"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,60,"47°20'287"" N","63°06'705"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,60,"47°37'007"" N","63°33'908"" W"
2019-06-26,CASIER/CAGE - TRAP/POT,1,0,0,"47°33'780"" N","60°23'237"" W"
2019-06-15,CASIER/CAGE - TRAP/POT,2,0,900,"46°28'730"" N","61°29'947"" W"
2019-05-25,CASIER/CAGE - TRAP/POT,5,0,0,See Notes,See Notes
2019-06-28,CASIER/CAGE - TRAP/POT,1,0,498,"47°58'08"" N","65°06'53"" W"
2019-06-18,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'445"" N","61°19'655"" W"
2019-06-15,CASIER/CAGE - TRAP/POT,4,0,450,"46°17'372"" N","60°08'366"" W"
2019-06-22,CASIER/CAGE - TRAP/POT,3,0,0,"46°15'08"" N","60°02'06"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,420,"47°14'91"" N","62°39'77"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"47°59'375"" N","65°02'320"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"47°59'579"" N","65°02'022"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"48°00'070"" N","65°01'144"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"48°00'794"" N","64°59'741"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"48°01'731"" N","64°57'547"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"48°01'933"" N","64°57'547"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"48°03'354"" N","64°54'782"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"48°03'354"" N","64°54'782"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"47°58'864"" N","64°56'563"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,"48°03'846"" N","64°48'275"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,420,"46°58'40"" N","63°00'42"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,1,0,420,"47°00'65"" N","62°47'12"" W"
2019-06-28,CASIER/CAGE - TRAP/POT,1,0,498,"47°58'10"" N","65°00'01"" W"
2019-06-28,CASIER/CAGE - TRAP/POT,1,0,498,"47°58'20"" N","65°07'21"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,1,0,600,"47°21'033"" N","63°07'169"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,16,8,192,"46°15'03"" N","60°02'20"" W"
2019-05-07,CASIER/CAGE - TRAP/POT,1,0,0,"46°17'607"" N","61°16'135"" W"
2019-05-05,CASIER/CAGE - TRAP/POT,1,0,0,"48°09'29.3"" N","64°34'.349"" W"
2019-05-05,CASIER/CAGE - TRAP/POT,1,0,0,"48°09'.880"" N","64°30'.048"" W"
2019-05-05,CASIER/CAGE - TRAP/POT,1,0,0,"48°11'.923"" N","64°23'.200"" W"
2019-05-05,CASIER/CAGE - TRAP/POT,1,0,0,"48°05'.301"" N","64°39'.441"" W"
2019-05-03,CASIER/CAGE - TRAP/POT,1,0,0,"47°49'95"" N","63°47'45"" W"
2019-05-03,CASIER/CAGE - TRAP/POT,1,0,0,"47°49'95"" N","63°47'45"" W"
2019-05-03,CASIER/CAGE - TRAP/POT,1,0,360,"47°24'00"" N","63°25'00"" W"
2019-05-03,CASIER/CAGE - TRAP/POT,1,0,360,"47°31'20"" N","63°25'25"" W"
2019-05-03,CASIER/CAGE - TRAP/POT,1,0,0,"47°31'144"" N","63°24'189"" W"
2019-05-06,CASIER/CAGE - TRAP/POT,1,0,0,"47°25'41"" N","63°11'67"" W"
2019-05-07,CASIER/CAGE - TRAP/POT,1,0,0,"46°35'977"" N","61°03'608"" W"
2019-05-08,CASIER/CAGE - TRAP/POT,1,0,0,"46°36'53"" N","61°03'52"" W"
2019-05-08,CASIER/CAGE - TRAP/POT,1,0,0,"46°38'28"" N","61°02'50"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,240,"47°38'59"" N","63°42'953"" W"
2019-05-06,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'222"" N","61°19'514"" W"
2019-05-06,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'758"" N","61°19'449"" W"
2019-05-04,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'441"" N","61°19'181"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,1,0,300,"47°10'493"" N","61°07'622"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,500,"47°29'723"" N","63°30'646"" W"
2019-06-10,CASIER/CAGE - TRAP/POT,1,0,420,"47°25'738"" N","63°09'982"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,300,"47°38'0607"" N","63°24'455"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,300,"47°32'4293"" N","63°35'0026"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,300,"47°36'3576"" N","63°30'0586"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,300,"47°36'5428"" N","66°40'4957"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,300,"47°30'5374"" N","63°31'9811"" W"
2019-05-08,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"42°29'59"" N","62°42'24"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"46°30'00"" N","62°42'64"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"46°28'07"" N","62°43'08"" W"
2019-05-11,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-05-11,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'955"" N","61°19'093"" W"
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,"47°44'837"" N","65°22'641"" W"
2019-05-14,CASIER/CAGE - TRAP/POT,1,0,0,"46°38'527"" N","61°02'038"" W"
2019-05-17,CASIER/CAGE - TRAP/POT,1,0,0,"46°29'810"" N","61°06'198"" W"
2019-05-18,CASIER/CAGE - TRAP/POT,1,0,0,"46°40'253"" N","60°59'916"" W"
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,"46°31'685"" N","61°04'525"" W"
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,"46°32'651"" N","61°04'470"" W"
2019-05-17,CASIER/CAGE - TRAP/POT,8,0,0,See Notes,See Notes
2019-05-17,CASIER/CAGE - TRAP/POT,8,0,0,See Notes,See Notes
2019-05-17,CASIER/CAGE - TRAP/POT,8,0,0,See Notes,See Notes
2019-05-18,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'120"" N","61°18'970"" W"
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,"46°49'985"" N","60°48'282"" W"
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,1,4,15,"46°50'20"" N","63°59'35"" W"
2019-05-28,CASIER/CAGE - TRAP/POT,6,0,0,See Notes,See Notes
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,"47°46'051"" N","65°19'088"" W"
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,"47°46'095"" N","65°19'843"" W"
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,"46°31'544"" N","61°04'803"" W"
2019-05-27,CASIER/CAGE - TRAP/POT,5,0,0,"46°29'06"" N","62°42'00"" W"
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,"42°24'08"" N","62°44'00"" W"
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,"46°28'07"" N","62°43'07"" W"
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,"46°28'00"" N","62°43'00"" W"
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,"46°29'58"" N","62°40'07"" W"
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'601"" N","61°19'772"" W"
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'065"" N","61°18'993"" W"
2019-05-29,CASIER/CAGE - TRAP/POT,1,0,0,"46°06'659"" N","61°29'258"" W"
2019-05-28,NON CONFIRME - UNCONFIRMED ,1,0,0,"46°07'721"" N","61°28'734"" W"
2019-05-28,NON CONFIRME - UNCONFIRMED ,1,0,0,"46°08'772"" N","61°27'428"" W"
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,0,"46°40'703"" N","60°58'050"" W"
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,0,"46°17'102"" N","61°16'235"" W"
2019-06-03,CASIER/CAGE - TRAP/POT,1,0,0,"46°58'217"" N","60°40'263"" W"
2019-06-04,CASIER/CAGE - TRAP/POT,1,0,0,"46°32'09"" N","61°04'36"" W"
2019-06-06,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-06-05,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-06-08,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-06-10,CASIER/CAGE - TRAP/POT,1,0,0,"48°13'192"" N","64°24'613"" W"
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,0,"46°09'984"" N","61°27'480"" W"
2019-06-04,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-06-08,CASIER/CAGE - TRAP/POT,1,0,0,"46°38'281"" N","61°02'294"" W"
2019-06-06,CASIER/CAGE - TRAP/POT,1,0,0,"46°49'986"" N","63°59'897"" W"
2019-06-07,CASIER/CAGE - TRAP/POT,1,0,0,"46°47'872"" N","63°59'990"" W"
2019-06-07,CASIER/CAGE - TRAP/POT,1,0,0,"46°49'684"" N","63°59'386"" W"
2019-06-03,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'644"" N","61°19'754"" W"
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,"46°17'306"" N","61°16'146"" W"
2019-05-08,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'371"" N","61°19'135"" W"
2019-05-08,CASIER/CAGE - TRAP/POT,1,0,0,"46°17'607"" N","61°19'567"" W"
2019-05-04,CASIER/CAGE - TRAP/POT,1,0,0,"46°15'622"" N","61°19'704"" W"
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-06-20,CASIER/CAGE - TRAP/POT,1,0,36,See Notes,See Notes
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,0,"47°45'56"" N","63°43'27"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,1,0,0,"47°47'45"" N","63°42'15"" W"
2019-06-16,CASIER/CAGE - TRAP/POT,1,0,0,"46°33'58.1"" N","61°02'53.5"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,0,"48°01'730"" N","65°00'842"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,0,"48°02'742"" N","65°00'408"" W"
2019-06-10,CASIER/CAGE - TRAP/POT,1,0,0,"48°13'192"" N","64°24'613"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,1,0,0,"42°26'937"" N","62°52'121"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,1,0,300,"47°03'937"" N","61°11'409"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,1,0,300,"47°23'793"" N","60°52'672"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,1,0,300,"47°18'523"" N","60°53'967"" W"
2018-06-21,CASIER/CAGE - TRAP/POT,10,0,360,"46°55'15"" N","60°27'24"" W"
2019-09-26,CASIER/CAGE - TRAP/POT,1,0,0,"47°17'40"" N","62°34'10"" W"
2019-09-26,CASIER/CAGE - TRAP/POT,1,0,0,"47°23'35"" N","63°09'10"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,5,0,2250,"46°55'57"" N","61°13'55"" W"
2019-06-29,CASIER/CAGE - TRAP/POT,5,0,450,"46°46'50"" N","61°25'02"" W"
2019-06-20,CASIER/CAGE - TRAP/POT,0,0,600,"48°44'56"" N","64°02'51"" W"
2019-06-07,CASIER/CAGE - TRAP/POT,0,0,600,"48°44'40"" N","64°12'07"" W"
2019-06-10,CASIER/CAGE - TRAP/POT,0,0,600,"48°44'56"" N","64°12'53"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,0,0,600,"48°44'10"" N","64°12'05"" W"
2019-05-06,CASIER/CAGE - TRAP/POT,0,0,600,"48°42'06"" N","64°07'20"" W"
2019-06-27,NON CONFIRME - UNCONFIRMED ,0,0,300,"47°03'937"" N","61°11'409"" W"
2019-06-27,NON CONFIRME - UNCONFIRMED ,0,0,300,"47°23'793"" N","60°52'672"" W"
2019-06-27,NON CONFIRME - UNCONFIRMED ,0,0,300,"47°18'523"" N","60°53'967"" W"
2019-06-27,NON CONFIRME - UNCONFIRMED ,0,0,300,"47°18'523"" N","60°53'967"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,2,0,480,"47°56'905"" N","65°04'890"" W"
2019-06-29,CASIER/CAGE - TRAP/POT,1,0,500,"47°55'80"" N","65°13'82"" W"
2019-06-07,CASIER/CAGE - TRAP/POT,1,0,0,"47°38'47"" N","61°31'59"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,500,See Notes,See Notes
2019-06-15,CASIER/CAGE - TRAP/POT,1,1,360,"46°27'517"" N","61°22'721"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,0,0,420,"47°19'0"" N","62°37'0"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,0,0,420,"47°10'0"" N","62°36'0"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,0,0,420,"47°14'0"" N","62°37'0"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,0,0,420,"47°15'0"" N","62°37'0"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,0,0,420,"47°20'0"" N","62°41'0"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,0,1,300,"47°33'187"" N","62°25'663"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,5,0,0,"47°26'243"" N","61°54'098"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,5,0,0,"47°26'257"" N","61°54'284"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,5,0,0,"47°23'397"" N","61°58'169"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,3,0,0,See Notes,See Notes
2019-06-26,CASIER/CAGE - TRAP/POT,1,0,450,"46°59'483"" N","62°29'054"" W"
N/A,CASIER/CAGE - TRAP/POT,3,0,600,"48°19'1044"" N","64°57'1833"" W"
2019-06-30,NON CONFIRME - UNCONFIRMED ,0,7,0,"47°20'27"" N","63°11'17"" W"
2019-06-30,NON CONFIRME - UNCONFIRMED ,0,7,450,"47°28'05"" N","63°15'31"" W"
2019-06-30,NON CONFIRME - UNCONFIRMED ,0,7,450,"47°17'36"" N","63°29'44"" W"
2019-06-30,NON CONFIRME - UNCONFIRMED ,0,7,0,"47°80'62"" N","63°27'38"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,3,0,450,"47°58'455"" N","65°06'980"" W"
2019-06-09,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-06-23,CASIER/CAGE - TRAP/POT,1,0,80,"46°15'43"" N","60°02'16"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,510,"48°13'87"" N","64°23'96"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,510,"48°13'33"" N","64°25'68"" W"
2019-06-20,CASIER/CAGE - TRAP/POT,1,0,450,"47°27'47"" N","62°31'70"" W"
2019-06-28,CASIER/CAGE - TRAP/POT,1,0,400,"47°49'75"" N","62°22'18"" W"
2019-06-26,CASIER/CAGE - TRAP/POT,1,0,500,"46°56'40"" N","062°31'19"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,3,500,"42°02'13"" N","062°43'45"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"47°29'441"" N","63°31'182"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"47°28'035"" N","63°30'356"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"49°09'189"" N","64°38'701"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,"48°15'178"" N","64°27'422"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,0,0,14,"46°33'11"" N","63°28'16"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,0,0,18,"46°32'51"" N","63°30'25"" W"
2019-06-24,CASIER/CAGE - TRAP/POT,0,0,6,"46°33'02"" N","63°30'53"" W"
2019-06-19,CASIER/CAGE - TRAP/POT,1,0,0,"47°50'036"" N","64°54'387"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,1,0,0,"45°31'3004"" N","61°07'5182"" W"
2019-07-02,CASIER/CAGE - TRAP/POT,1,0,1,"47°18'32"" N","61°35'66"" W"
2019-06-25,FILET - NET,60,18000,0,"61°48'55"" N","60°32'71"" W"
2019-06-29,CASIER/CAGE - TRAP/POT,1,0,0,"47°20'58"" N","62°00'55"" W"
2019-06-20,CASIER/CAGE - TRAP/POT,4,0,300,See Notes,See Notes
2019-06-28,CASIER/CAGE - TRAP/POT,1,0,600,"48°13'51"" N","64°25'71"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,1,0,240,"47°57'07"" N","65°09'35"" W"
2019-07-02,CASIER/CAGE - TRAP/POT,1,0,0,"46°44'60"" N","63°56'78"" W"
2019-06-18,CASIER/CAGE - TRAP/POT,26,0,2400,"46°00'631"" N","54°39'955"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,0,0,450,"47°27'80"" N","62°30'92"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,6,0,450,See Notes,See Notes
2019-06-17,CASIER/CAGE - TRAP/POT,6,0,450,See Notes,See Notes
2019-06-17,CASIER/CAGE - TRAP/POT,6,0,450,See Notes,See Notes
